log hfd,log mmb,log abt
1.38379742,1.0535394,1.24127247
1.38383331,1.05357779,1.24147177
1.38395891,1.05369294,1.24147177
1.38417414,1.05369294,1.24154648
1.38465801,1.05376969,1.24159628
1.3849087,1.05380806,1.24172076
1.38530234,1.05396151,1.24216859
1.38535599,1.05422991,1.24221832
1.38555265,1.05422991,1.24239233
1.3855884,1.05422991,1.24246689
1.38562415,1.05426824,1.24251658
1.38569563,1.05472793,1.24266564
1.38573136,1.05484278,1.24271531
1.38589213,1.05491933,1.24281464
1.38610641,1.05499586,1.24298841
1.38610641,1.05503412,1.24303805
1.38635626,1.05503412,1.24306286
1.38639194,1.05511064,1.24311249
1.38646329,1.0553401,1.2431373
1.38664163,1.05541656,1.2431373
1.38689117,1.05549301,1.24318692
1.38690899,1.05553123,1.24326134
1.38690899,1.05568406,1.24400483
1.38706933,1.05572227,1.24405435
1.38708714,1.05579866,1.24410386
1.38708714,1.05587504,1.24415337
1.38730082,1.05591322,1.24445031
1.38742542,1.05606593,1.24464815
1.38754999,1.05618042,1.24477176
1.38783457,1.05618042,1.24479648
1.38831439,1.05637118,1.24487062
1.38834991,1.05644746,1.24487062
1.38836767,1.05644746,1.24489533
1.38842094,1.05648559,1.24492004
1.3884387,1.05652372,1.24501887
1.38884689,1.05659998,1.24506828
1.38890011,1.0566381,1.24514237
1.38890011,1.05667622,1.24516707
1.38893558,1.05667622,1.24531522
1.38904198,1.05675244,1.24546331
1.38939647,1.05694295,1.24551267
1.3894319,1.05694295,1.24551267
1.38952047,1.05709529,1.24575936
1.38966214,1.05720951,1.24588265
1.38976836,1.05724758,1.24595661
1.38980376,1.05736176,1.24615377
1.38990995,1.05770413,1.24615377
1.38996304,1.05774216,1.24620304
1.39012225,1.05778018,1.24620304
1.39079385,1.05819819,1.24627695
1.39079385,1.05857785,1.24635084
1.39093511,1.05872962,1.24657243
1.39098807,1.05888134,1.24684312
1.39100572,1.05891926,1.24718739
1.39128805,1.059033,1.24731028
1.39130569,1.05922251,1.24733485
1.39139388,1.05960128,1.24743313
1.39153494,1.05960128,1.24772783
1.39167595,1.05963914,1.24780148
1.3917993,1.05982838,1.24787511
1.3917993,1.06001754,1.2479978
1.39186978,1.06005536,1.2482676
1.39190501,1.060131,1.2482676
1.3920459,1.060131,1.24875772
1.39213394,1.06016881,1.24885568
1.39218675,1.06020662,1.24885568
1.39218675,1.06020662,1.24888017
1.39220436,1.06050898,1.24895362
1.39230996,1.06050898,1.249076
1.39248591,1.06058453,1.24910048
1.39252109,1.06069784,1.24924729
1.39271454,1.06081112,1.24936959
1.3929079,1.06099985,1.24949187
1.39294304,1.06115078,1.24949187
1.39311873,1.06190463,1.24956521
1.3931363,1.06209289,1.24983404
1.39317143,1.06224344,1.2498829
1.39334703,1.06235632,1.24998061
1.39399613,1.06235632,1.25029799
1.39399613,1.06250678,1.2503224
1.39415388,1.06254438,1.2503712
1.39427653,1.06261958,1.25042
1.39436411,1.06265718,1.25051759
1.39436411,1.06269477,1.25063953
1.39480178,1.06276995,1.25071269
1.39483677,1.06292026,1.25085895
1.39525648,1.0629954,1.25088333
1.39529144,1.06314564,1.25107826
1.39529144,1.06318319,1.25112698
1.39532639,1.06325828,1.2511757
1.39551859,1.06363355,1.25134616
1.39553606,1.06363355,1.25144354
1.395571,1.06400849,1.25144354
1.395571,1.06415837,1.25173553
1.39565832,1.06419584,1.25190577
1.39567579,1.0642333,1.25202733
1.39585038,1.06430821,1.25212455
1.39590274,1.06434566,1.25229464
1.39600745,1.06449543,1.2523918
1.39605979,1.06453286,1.25256179
1.39619935,1.06457029,1.25278024
1.39621679,1.06464514,1.25282877
1.39625167,1.06486963,1.25287729
1.39626911,1.06490703,1.25290155
1.39642603,1.06501921,1.25302283
1.39646089,1.06501921,1.25307134
1.39663517,1.06513137,1.25328953
1.39672228,1.06528087,1.25338647
1.39680937,1.06531824,1.25353184
1.39684421,1.06539296,1.25367717
1.39689645,1.06554237,1.25374981
1.39689645,1.06554237,1.25384665
1.39694869,1.06554237,1.25406445
1.39710536,1.06557971,1.25418541
1.39714017,1.06557971,1.25423378
1.39715757,1.06565439,1.25425797
1.39729678,1.06572906,1.25435469
1.39738376,1.06576639,1.25459641
1.39748811,1.06587835,1.25464474
1.39766197,1.06628865,1.2546689
1.39769674,1.06640048,1.25481384
1.39783577,1.06640048,1.25483799
1.39790526,1.06647501,1.25493459
1.39809633,1.06651228,1.25493459
1.39809633,1.06654954,1.255369
1.39825259,1.06654954,1.25544136
1.39830466,1.0665868,1.25553783
1.39833938,1.06662405,1.25558605
1.39833938,1.0667358,1.25563427
1.39882507,1.06681028,1.25565837
1.39892907,1.06688474,1.25568248
1.39896374,1.06692197,1.25575479
1.39915433,1.06703364,1.25587527
1.39917166,1.06707086,1.25614023
1.39924094,1.06714528,1.25633282
1.39953528,1.06718249,1.25638095
1.39976023,1.06744284,1.25640502
1.3998986,1.06759155,1.25652532
1.39993318,1.06811162,1.25674179
1.39996777,1.06811162,1.25683797
1.40012336,1.06829721,1.25686201
1.4004171,1.06837142,1.25691008
1.40050345,1.06848271,1.25695815
1.40062432,1.06848271,1.25700622
1.40069338,1.06863106,1.25703025
1.40077968,1.06881643,1.25710233
1.40091772,1.06896467,1.25712636
1.40093498,1.06903876,1.25715038
1.40110747,1.06948309,1.25724646
1.40114196,1.0696681,1.25739055
1.40146947,1.0696681,1.25751058
1.4016073,1.06981604,1.25767857
1.40191725,1.06989,1.25799039
1.40196889,1.06989,1.25806231
1.40212376,1.06992697,1.25820613
1.40219258,1.06996394,1.25825405
1.40220978,1.0700009,1.25832593
1.40226138,1.0700009,1.25834989
1.40238176,1.07011178,1.25837385
1.40239896,1.07011178,1.25846966
1.40263961,1.07018569,1.25866122
1.40270835,1.07029652,1.2587091
1.40301751,1.07029652,1.25873304
1.40313769,1.07044425,1.25882877
1.4032235,1.07066575,1.25887663
1.4032235,1.07066575,1.25911584
1.40325783,1.07073956,1.25911584
1.4034294,1.07085025,1.25921149
1.403498,1.07085025,1.25928322
1.40354945,1.0709978,1.25940273
1.4036009,1.07107155,1.25949831
1.40368662,1.07110842,1.25952221
1.40372091,1.07114529,1.25959388
1.40396083,1.07125588,1.25973719
1.40425199,1.07132959,1.25978495
1.40444028,1.07151381,1.25995206
1.40461138,1.07166112,1.2599998
1.40467981,1.07195561,1.26007139
1.40469691,1.07213956,1.26011911
1.40471401,1.07247048,1.26016683
1.40474822,1.07250724,1.26033379
1.40519263,1.07254399,1.26045302
1.40524388,1.07258073,1.26054837
1.40524388,1.07309486,1.26059604
1.40536344,1.07316826,1.26071519
1.40572191,1.07327834,1.26081049
1.40573898,1.07390156,1.26083431
1.40589251,1.07397482,1.26083431
1.40592663,1.07423114,1.26102483
1.40599484,1.07426774,1.26107245
1.40613124,1.07426774,1.26133425
1.40616533,1.07445072,1.26135805
1.40623351,1.0744873,1.26135805
1.40630168,1.07456047,1.26166723
1.40636984,1.07463362,1.26171478
1.40638687,1.07481644,1.26178609
1.40654018,1.074853,1.26192867
1.40688067,1.07499919,1.26218996
1.40698276,1.07507226,1.26228493
1.4072379,1.0752549,1.26230867
1.40733991,1.07529142,1.26230867
1.40745889,1.07532793,1.26237989
1.40752687,1.07536445,1.26240362
1.40769676,1.07569292,1.26242736
1.40783262,1.0757294,1.26256973
1.40791752,1.07576588,1.26266462
1.40795147,1.07576588,1.26271206
1.40807029,1.0760576,1.2633046
1.4081721,1.07631269,1.26335197
1.40856217,1.07634912,1.26342301
1.40856217,1.07638554,1.26342301
1.40864693,1.07656763,1.26347037
1.40869777,1.07664044,1.26349404
1.40896883,1.07671324,1.26370706
1.4090027,1.07671324,1.26377805
1.4090027,1.07674964,1.26380171
1.40903657,1.07693157,1.26389633
1.40905351,1.07696795,1.26394363
1.40918895,1.07725886,1.26448726
1.40939203,1.07729521,1.26455811
1.40942587,1.07729521,1.26460534
1.40951045,1.07729521,1.26479422
1.40951045,1.07736791,1.26493582
1.40954428,1.07736791,1.26495942
1.40957811,1.07736791,1.26514814
1.40995002,1.07744058,1.26514814
1.4100345,1.0779127,1.26521889
1.41015275,1.077949,1.26521889
1.4105073,1.07798529,1.26536035
1.41064229,1.07831179,1.26536035
1.4107435,1.07849307,1.26538392
1.4107941,1.07856556,1.26545464
1.41084469,1.07932599,1.26585511
1.41086155,1.07936216,1.26594929
1.41099643,1.07936216,1.2662317
1.41109757,1.07939834,1.26632579
1.41123237,1.07961532,1.26632579
1.41124922,1.07979606,1.26639635
1.41138398,1.08001285,1.26639635
1.41148502,1.08001285,1.26649041
1.41150186,1.08026563,1.26677246
1.41158604,1.08026563,1.26691342
1.41183848,1.08030173,1.26693691
1.4119226,1.08030173,1.26705434
1.4119226,1.08037392,1.26707782
1.41220847,1.08037392,1.2671013
1.41222528,1.08048218,1.26724215
1.41225889,1.08051826,1.26724215
1.41244375,1.08062649,1.26726562
1.41251095,1.08066256,1.26740642
1.41289714,1.08069862,1.26766443
1.41304817,1.08084286,1.26775822
1.41314882,1.08087891,1.26782854
1.41324946,1.080951,1.26785198
1.41326623,1.08123926,1.26787542
1.4133333,1.08177923,1.26789886
1.41350094,1.0818152,1.26794573
1.41353445,1.08206693,1.26796916
1.41360149,1.08210288,1.2680863
1.41365175,1.08217478,1.26820342
1.41376902,1.08217478,1.26839074
1.41385276,1.08228259,1.26848436
1.413903,1.08235445,1.26850777
1.413903,1.08264178,1.26871835
1.41413736,1.08267768,1.26874174
1.4142545,1.08278537,1.26899896
1.41432142,1.08289303,1.26906908
1.41448867,1.08289303,1.26930275
1.41448867,1.08296479,1.26932611
1.41465586,1.08307241,1.26934947
1.41475615,1.08314414,1.26951294
1.41485641,1.08314414,1.26962967
1.41488982,1.08325172,1.2696997
1.41522383,1.08350262,1.26972304
1.4152906,1.08361011,1.26979304
1.41542411,1.08364593,1.2699097
1.41567433,1.0838966,1.26993303
1.41620766,1.0839682,1.27018954
1.41624097,1.08411135,1.27021285
1.41630759,1.08418291,1.27042261
1.41635754,1.08425446,1.2705158
1.41645743,1.08475496,1.2705158
1.41670706,1.08479069,1.27058568
1.4168734,1.08479069,1.27072541
1.41693992,1.08507641,1.27095819
1.41710617,1.08532626,1.2712141
1.41712279,1.08536194,1.27130712
1.41712279,1.0854333,1.27135362
1.41730558,1.0854333,1.2716093
1.4173222,1.08568294,1.2717487
1.41742187,1.08568294,1.27200415
1.41743848,1.08582553,1.27207379
1.41767094,1.08596808,1.27207379
1.41768754,1.08611057,1.27212021
1.41825156,1.08614619,1.27214342
1.4185333,1.08632423,1.27216663
1.41863269,1.08653778,1.27232904
1.41869894,1.08664452,1.2724914
1.41879829,1.08671566,1.27251459
1.41886451,1.08700012,1.27263052
1.41904658,1.08707121,1.27281593
1.41929472,1.08717781,1.27290861
1.41931126,1.08724887,1.27311707
1.41937741,1.08724887,1.27320968
1.41979059,1.08749747,1.27320968
1.41979059,1.08749747,1.27325598
1.42008783,1.08753298,1.27332542
1.42010434,1.08774593,1.27339485
1.42013735,1.08778142,1.27348741
1.42023638,1.0878169,1.27348741
1.42073117,1.08788785,1.27376496
1.4207971,1.08792332,1.27376496
1.42083006,1.08810063,1.27383432
1.42139002,1.08813609,1.27390367
1.4214723,1.08824243,1.27394989
1.42163683,1.08824243,1.273973
1.42166972,1.08834875,1.27413475
1.42171907,1.08849047,1.27422715
1.42173551,1.08849047,1.27466577
1.42189994,1.08859673,1.27466577
1.42211359,1.08877377,1.27498868
1.42216289,1.08884456,1.2750809
1.42239284,1.08887996,1.275127
1.42247493,1.0890215,1.27535743
1.42250777,1.08933981,1.27538047
1.42260625,1.0894812,1.27542654
1.42265549,1.08955188,1.27544957
1.42291798,1.08962255,1.27544957
1.42311475,1.08990511,1.27565681
1.42313114,1.09008162,1.27567983
1.42327865,1.09022277,1.27572587
1.42339335,1.09032861,1.27588696
1.42352439,1.09061071,1.27590997
1.42362265,1.0908574,1.27590997
1.42385182,1.09103352,1.27593298
1.42398273,1.09117436,1.27595598
1.42401545,1.09120956,1.27595598
1.42406453,1.09135035,1.27602499
1.42430982,1.09149109,1.27602499
1.42434252,1.09170212,1.27630092
1.42437521,1.09173728,1.27641584
1.42442424,1.0918779,1.27641584
1.42445693,1.09191305,1.27648478
1.42468567,1.09201847,1.27659965
1.42478366,1.0925803,1.27676042
1.42512647,1.09268556,1.27682931
1.42524068,1.09310636,1.27685226
1.42532224,1.09310636,1.27689818
1.42571351,1.09317645,1.27708178
1.42590901,1.09345671,1.27726531
1.42594159,1.09352674,1.27744876
1.4260393,1.09356176,1.27767796
1.42616955,1.09356176,1.27790705
1.42638112,1.09356176,1.27790705
1.42662511,1.09366678,1.27799864
1.42662511,1.09366678,1.27802154
1.42664137,1.09380678,1.27811312
1.42670641,1.09384177,1.27829621
1.42686896,1.09408663,1.27847922
1.42717764,1.09415656,1.27893642
1.42719388,1.09422649,1.27909633
1.42722636,1.09433135,1.27914201
1.42729131,1.094541,1.27921051
1.42742119,1.09468071,1.27925618
1.42756725,1.09475055,1.27937032
1.4275997,1.09478547,1.27984938
1.42768082,1.09485529,1.28003174
1.42768082,1.09485529,1.28023681
1.4277457,1.0948902,1.28053284
1.42777814,1.0950298,1.28055561
1.42779436,1.0950298,1.28071492
1.42781057,1.09513447,1.28080593
1.42787544,1.09516935,1.28091966
1.42797271,1.09516935,1.28094241
1.42803755,1.09527399,1.2810561
1.42803755,1.09527399,1.28107884
1.42818341,1.0953786,1.28116977
1.42841019,1.09544833,1.28128341
1.42855592,1.09548319,1.28130614
1.42857211,1.09548319,1.28139702
1.42875015,1.09551804,1.28141974
1.42881487,1.0956226,1.28141974
1.42897664,1.0956226,1.28176037
1.42915451,1.0959361,1.28176037
1.42920301,1.09604055,1.28187386
1.42933231,1.09607537,1.28189655
1.42938079,1.09638855,1.28194193
1.42944542,1.09656244,1.2823275
1.42949389,1.09677102,1.28250882
1.42957465,1.09684052,1.28255414
1.42963925,1.09691001,1.2825768
1.42986528,1.09725731,1.28264477
1.42994597,1.09750025,1.28271272
1.43002665,1.09760433,1.28287125
1.43028473,1.0976737,1.28330123
1.43044595,1.09774306,1.28332385
1.430591,1.09774306,1.28336908
1.43078432,1.09802039,1.28343692
1.43086484,1.09833217,1.28345954
1.43092925,1.0983668,1.28348215
1.43100975,1.09857451,1.28350476
1.43104195,1.09885131,1.28384376
1.43109023,1.09895506,1.28388894
1.43113852,1.09895506,1.28406961
1.43126724,1.09912793,1.28420507
1.43128333,1.09916249,1.28440817
1.43129942,1.09957706,1.28461118
1.4314281,1.09957706,1.28472392
1.43147634,1.0997842,1.28472392
1.43155674,1.09985322,1.28485918
1.43171749,1.09992223,1.28490425
1.4317657,1.10002573,1.28510703
1.43189424,1.10050839,1.28519712
1.43189424,1.10071509,1.28521964
1.43203881,1.10074953,1.28524216
1.43234384,1.10085283,1.28560231
1.43235989,1.10109377,1.28575978
1.43247221,1.10116258,1.28584974
1.43253638,1.10119699,1.28584974
1.43280901,1.10126578,1.28589471
1.43298532,1.10133457,1.2861195
1.43332171,1.10174707,1.28616445
1.43348181,1.10198752,1.28647892
1.43362585,1.10212486,1.28652383
1.43364185,1.10233078,1.28654628
1.43410562,1.10243371,1.28659118
1.43412161,1.10267377,1.28661363
1.43418553,1.10284516,1.28665852
1.43480834,1.10301649,1.2867483
1.43487217,1.10305075,1.28677074
1.43492003,1.10329047,1.28679318
1.43492003,1.10411138,1.28683805
1.43499979,1.10411138,1.28683805
1.43506359,1.10414555,1.28697265
1.43515927,1.10428221,1.28699507
1.43523899,1.10431636,1.28717446
1.43527087,1.10435052,1.28719688
1.43527087,1.10438467,1.28728654
1.43584437,1.10445297,1.28733136
1.43598762,1.10479429,1.2874434
1.4360831,1.10489663,1.28746581
1.43613083,1.10493074,1.28755541
1.43627399,1.10503305,1.28775695
1.4364807,1.10503305,1.28789127
1.43689381,1.10510124,1.28791365
1.43702084,1.10527168,1.28798078
1.43702084,1.10551018,1.28804791
1.43703672,1.1057826,1.28809265
1.43713197,1.10591874,1.28811503
1.43716371,1.10605484,1.28815976
1.4372748,1.1061909,1.28836103
1.43741758,1.1063949,1.28891961
1.43768716,1.10642889,1.2890982
1.43771886,1.10663279,1.28932134
1.43779811,1.10676867,1.28954436
1.43782981,1.10683659,1.28981184
1.43795657,1.10720997,1.28987868
1.43798825,1.10720997,1.29005688
1.43798825,1.10731175,1.29012369
1.43820997,1.10751523,1.29021275
1.43828913,1.10751523,1.29030179
1.43841576,1.10761693,1.29036856
1.43868472,1.1077525,1.29036856
1.43876379,1.10782027,1.29036856
1.43889028,1.10795577,1.29043531
1.43900092,1.10795577,1.29045756
1.43900092,1.1082605,1.2905688
1.43904834,1.10856502,1.29059104
1.43906414,1.10890313,1.29072448
1.43915894,1.1090383,1.29085788
1.43919054,1.1092072,1.29110233
1.43920634,1.10937603,1.29125782
1.43925372,1.10957855,1.29128003
1.43942744,1.10961229,1.29128003
1.43952216,1.1097135,1.29128003
1.43961687,1.1098147,1.29147985
1.43963265,1.1106907,1.29156863
1.43963265,1.11085896,1.29159083
1.43982199,1.1108926,1.29161302
1.43994817,1.11112804,1.29183487
1.44005854,1.11116166,1.2919014
1.44016889,1.11116166,1.29196792
1.44031073,1.11126251,1.29230038
1.44032649,1.11129613,1.29232254
1.44037375,1.11136334,1.29241115
1.44056277,1.11146415,1.29247759
1.44059426,1.11146415,1.29247759
1.44067299,1.11149775,1.29249974
1.44079892,1.11193428,1.29256617
1.44079892,1.11216915,1.29256617
1.44086187,1.11220269,1.29274327
1.44109786,1.11243742,1.29278754
1.44114505,1.11247094,1.29305302
1.44120795,1.11293998,1.29307514
1.44152233,1.11300694,1.29309726
1.44164801,1.11300694,1.29318571
1.44199346,1.11307389,1.29331835
1.44202485,1.11310737,1.29334045
1.44204055,1.1131743,1.29340676
1.44208763,1.11320777,1.29347305
1.4421347,1.11330815,1.29356142
1.44224453,1.1133416,1.2936056
1.44230727,1.1134754,1.29362769
1.44254248,1.11354228,1.29389267
1.44260518,1.11377628,1.29391474
1.44276189,1.11401016,1.29398096
1.44285589,1.11411036,1.29398096
1.44313777,1.11414375,1.29400303
1.44334123,1.11431068,1.29406923
1.44337253,1.11434405,1.29413542
1.44341946,1.11454427,1.29431188
1.44356024,1.11474439,1.29433393
1.44359152,1.11477773,1.29446623
1.44385729,1.11484441,1.29468662
1.44396668,1.11487775,1.29503903
1.4440448,1.11491108,1.29512709
1.44441956,1.11527759,1.29519312
1.4444976,1.11551066,1.2955671
1.44454442,1.11554395,1.29574298
1.44457562,1.11567707,1.29578694
1.44460683,1.11567707,1.29587485
1.44462243,1.11610941,1.29594076
1.44485639,1.11617589,1.2960506
1.44496552,1.11620913,1.29609453
1.4451058,1.11624236,1.29611649
1.44516813,1.11630881,1.29616041
1.44527719,1.11657454,1.29644579
1.4456042,1.11657454,1.29664326
1.44580652,1.11664095,1.29666519
1.44585319,1.11664095,1.29692832
1.44596208,1.11674054,1.29705982
1.44597763,1.11723814,1.29714747
1.44603984,1.11756956,1.29719129
1.44610203,1.11763582,1.2972132
1.44624195,1.11766894,1.2972351
1.44669247,1.11790073,1.29725701
1.44690979,1.11790073,1.29730081
1.44701841,1.11833087,1.29749789
1.44703393,1.11833087,1.29804484
1.44734412,1.11905784,1.29808857
1.44737512,1.11909085,1.29817601
1.44745263,1.11925589,1.29817601
1.44756112,1.11938787,1.29839453
1.44763859,1.11945385,1.29841638
1.44765408,1.11948684,1.29846007
1.44774703,1.11971766,1.29867845
1.44783996,1.11975062,1.29870028
1.4479019,1.12008013,1.29872211
1.44821147,1.12044231,1.29874394
1.44822694,1.12073841,1.29876577
1.4483043,1.12136284,1.2987876
1.4483043,1.12139568,1.2988749
1.44848989,1.12146135,1.29894036
1.44859812,1.12185518,1.29909307
1.44873723,1.12188799,1.2991585
1.44878359,1.12205196,1.29948551
1.4488763,1.12205196,1.29965981
1.44896898,1.12228143,1.29974693
1.44907709,1.12257628,1.29981227
1.44909253,1.12264177,1.29983404
1.44923148,1.12267451,1.29992113
1.44929323,1.12316537,1.30033457
1.44933953,1.12316537,1.30035632
1.44977143,1.12329617,1.30050853
1.44977143,1.12329617,1.30057375
1.44980226,1.12339425,1.30059548
1.44984851,1.1234923,1.30070415
1.44989475,1.12359033,1.30081279
1.44997181,1.12375367,1.30081279
1.45000263,1.12375367,1.30094313
1.45006426,1.12391694,1.30098656
1.45023371,1.12394959,1.30103
1.4503261,1.12434117,1.30103
1.4503415,1.1244064,1.30116026
1.4503569,1.12450422,1.30137729
1.45055701,1.12453683,1.30139899
1.45060318,1.12486273,1.30152915
1.45072626,1.12499302,1.30155084
1.45083393,1.12499302,1.30181102
1.45084931,1.12522094,1.3018327
1.45095695,1.12525349,1.30191939
1.4510492,1.12538366,1.30191939
1.45124899,1.12544873,1.30194106
1.45132581,1.12554632,1.30202773
1.45132581,1.12561137,1.30202773
1.45149476,1.12561137,1.30204939
1.4516176,1.12580646,1.30204939
1.45172505,1.12580646,1.3021577
1.45177109,1.12609892,1.30220101
1.45184782,1.12613141,1.30224432
1.45193987,1.12613141,1.30230928
1.45195521,1.12691029,1.30248245
1.45207791,1.12707239,1.30252573
1.45212392,1.12726682,1.30274208
1.45215459,1.12729922,1.30278534
1.45216992,1.12733161,1.30289346
1.45232322,1.12733161,1.30313123
1.45239985,1.12752592,1.30319606
1.45272154,1.12762305,1.30326087
1.45299709,1.12768779,1.30334728
1.45322658,1.12778488,1.30352004
1.45330305,1.12784959,1.30364956
1.45347123,1.12801133,1.30364956
1.45350181,1.12801133,1.30367114
1.45351709,1.12810835,1.3038222
1.45370047,1.12817301,1.3038222
1.45383796,1.12823767,1.30384377
1.45412806,1.12859311,1.30386535
1.45415859,1.12898052,1.30390849
1.45417385,1.12901279,1.30395163
1.45421964,1.12904506,1.30399477
1.45425016,1.12907732,1.30414571
1.45425016,1.12910959,1.30421039
1.45425016,1.1291741,1.30444744
1.45452474,1.12949654,1.30457669
1.45457048,1.12968989,1.30461976
1.45457048,1.12981874,1.30461976
1.45484486,1.12985095,1.30477049
1.45493628,1.13033377,1.30477049
1.45505815,1.1303981,1.30494268
1.45505815,1.13059105,1.30502875
1.45511906,1.13059105,1.30502875
1.4552561,1.13107305,1.30513632
1.45530177,1.13107305,1.30528687
1.45537788,1.13110516,1.30539437
1.45563653,1.13120149,1.30552333
1.45563653,1.1312978,1.30556631
1.45569737,1.13200339,1.30567375
1.455743,1.13229172,1.30575967
1.45584943,1.13235576,1.30588853
1.45601663,1.13238778,1.30599588
1.45604703,1.1324198,1.30603882
1.45642677,1.13254784,1.30614613
1.45651786,1.13286779,1.30616759
1.45657857,1.13321946,1.30616759
1.45660893,1.13360277,1.30621051
1.4566241,1.13424088,1.30621051
1.45669998,1.13449586,1.30644647
1.45671515,1.13475069,1.30648936
1.45676067,1.13490988,1.30666088
1.45682135,1.13506901,1.30683232
1.45703367,1.13510083,1.30683232
1.4571701,1.13516447,1.3071536
1.45724588,1.13519628,1.30721783
1.45726103,1.13538711,1.30738906
1.45753372,1.1354507,1.30745325
1.45754886,1.13580028,1.30800919
1.45754886,1.13592734,1.30803055
1.457564,1.1360226,1.30807329
1.45760943,1.13611784,1.30813738
1.45762457,1.13630827,1.30820146
1.45774569,1.13634,1.30826553
1.45776082,1.13634,1.30830824
1.4578819,1.13643517,1.3083723
1.45792729,1.13643517,1.30854307
1.45792729,1.13659375,1.30869244
1.45797268,1.13675227,1.30894839
1.45800294,1.13687904,1.30896971
1.45806345,1.13694241,1.3090763
1.45810882,1.13763891,1.30909762
1.45816931,1.13773379,1.30909762
1.45821468,1.13792351,1.30920418
1.45829027,1.13827111,1.30922549
1.45851699,1.13836586,1.30935332
1.45853209,1.13836586,1.30937462
1.45863785,1.13887086,1.309545
1.45897005,1.13906008,1.30963017
1.45906061,1.13931225,1.30963017
1.45906061,1.13937526,1.3097366
1.45931708,1.13943827,1.3097366
1.4594528,1.13991056,1.30988556
1.45949803,1.13997349,1.3101408
1.4596337,1.13997349,1.31022585
1.45966384,1.14013078,1.31022585
1.45976932,1.14022513,1.31026837
1.45996514,1.14072796,1.31026837
1.46007054,1.14082218,1.31026837
1.46010065,1.14088498,1.31028962
1.46011571,1.14110471,1.31041714
1.46016087,1.14116747,1.31054463
1.46017592,1.14119884,1.3106296
1.46023613,1.14129296,1.31067207
1.46026623,1.14148113,1.31082072
1.46032642,1.14148113,1.31082072
1.46035652,1.14151248,1.31090563
1.46035652,1.14154383,1.31092686
1.4604167,1.14176323,1.31107541
1.46056711,1.14248332,1.31111784
1.4606423,1.14254588,1.31122391
1.46071748,1.14273351,1.31122391
1.46107814,1.14295231,1.31132995
1.46133342,1.14298355,1.31139357
1.4614385,1.14304604,1.31164792
1.46151353,1.14323345,1.31171149
1.46167857,1.14338957,1.31194449
1.4619485,1.14342079,1.31196566
1.46197848,1.14354563,1.31207152
1.46203843,1.1437952,1.31207152
1.46224822,1.14382639,1.31224085
1.46227818,1.14410697,1.31232548
1.46254773,1.14413814,1.31236779
1.46259264,1.1441693,1.31238895
1.46262257,1.14420046,1.3124101
1.46281711,1.14432508,1.312537
1.46287696,1.14444966,1.31260044
1.46295174,1.1444808,1.31264272
1.46329561,1.14466759,1.31293861
1.46348985,1.14550717,1.31295974
1.4635496,1.14581771,1.31329763
1.46356453,1.14584876,1.31329763
1.46360934,1.1459729,1.31342427
1.46371386,1.14612804,1.31342427
1.46372879,1.14650013,1.31344537
1.46375865,1.14650013,1.31348757
1.46381836,1.14677899,1.31355087
1.46390791,1.14705767,1.31378288
1.46392284,1.14715053,1.3138883
1.46407204,1.14715053,1.31393046
1.46444483,1.14736711,1.3139937
1.46445974,1.14739804,1.31403585
1.46450445,1.14764541,1.31430972
1.46457896,1.14801621,1.31449923
1.46462366,1.14804709,1.31458343
1.46490665,1.14810886,1.31462552
1.46493643,1.14832496,1.31468865
1.46511505,1.14838669,1.31477281
1.46511505,1.14857181,1.31487799
1.46527873,1.14888017,1.31496212
1.46532335,1.14888017,1.31500417
1.46538285,1.14894181,1.31527744
1.46559102,1.14921911,1.31550853
1.46566535,1.14924991,1.31555053
1.46568021,1.14937309,1.31559253
1.46587339,1.14940388,1.31559253
1.46587339,1.14940388,1.31561353
1.46602192,1.14961934,1.31580247
1.46605163,1.14992696,1.31580247
1.46606648,1.15014216,1.31586543
1.46614072,1.15044941,1.31586543
1.46643756,1.15084851,1.31599133
1.46661557,1.15087919,1.3160123
1.46691209,1.15087919,1.31613816
1.46703064,1.15094055,1.31615913
1.46716397,1.15103258,1.31615913
1.46738609,1.15109392,1.31626397
1.46750451,1.1514005,1.31628494
1.46753411,1.15143114,1.31634783
1.46777084,1.1515537,1.31643167
1.46784479,1.15158434,1.31645263
1.46793352,1.15158434,1.31651549
1.46799266,1.152013,1.3165574
1.46805179,1.1521048,1.31674593
1.4683621,1.15234951,1.31680875
1.46839164,1.15241066,1.3168925
1.46839164,1.15283851,1.31697624
1.46839164,1.15296067,1.31712274
1.46839164,1.15305228,1.31716459
1.46840641,1.1530828,1.31749922
1.46852456,1.1532049,1.31777092
1.46856885,1.15347949,1.31789627
1.46862791,1.15360147,1.31800069
1.46862791,1.15369294,1.31816772
1.46884929,1.15375391,1.31827208
1.46886404,1.15381486,1.31852244
1.46887879,1.15442397,1.3185433
1.46929171,1.15500184,1.31856416
1.46938014,1.15542714,1.31864757
1.46939487,1.1554575,1.31866842
1.46943908,1.15566998,1.31868927
1.46945381,1.15588236,1.3187935
1.46951275,1.15588236,1.31883519
1.46985146,1.15594302,1.31885603
1.46996921,1.15618557,1.31885603
1.47001336,1.15618557,1.31887687
1.47002807,1.15621588,1.31891855
1.47011635,1.1563371,1.31902273
1.47018991,1.15645829,1.31904357
1.47032227,1.15654915,1.31904357
