log hfd,log mmb,log abt
1.57061298,1.36589962,1.41161971
1.570648,1.36597442,1.41170386
1.57070635,1.36601182,1.41182166
1.57077637,1.36614268,1.41185531
1.57097468,1.36623612,1.41185531
1.57100967,1.36679638,1.41188895
1.57105632,1.36696432,1.41198988
1.57106798,1.36703894,1.41205715
1.57110296,1.36705759,1.41207396
1.57110296,1.36718814,1.41209078
1.57113794,1.36735592,1.41222528
1.57127782,1.3675609,1.41225889
1.5714759,1.36761679,1.41252774
1.5714759,1.36789612,1.41279643
1.57148755,1.36824968,1.41293071
1.5715225,1.36862154,1.41306495
1.5715458,1.36878878,1.41321592
1.5715458,1.36895595,1.41341713
1.57156909,1.36906736,1.41345065
1.57160403,1.3691973,1.41346741
1.57179033,1.36927153,1.41375227
1.57182525,1.36927153,1.41380252
1.57184853,1.36936431,1.41381927
1.57198818,1.36938286,1.4140202
1.57198818,1.36945707,1.41403694
1.57211616,1.36945707,1.41405368
1.5722092,1.3696796,1.4141541
1.57226735,1.36969814,1.41427123
1.57230223,1.37001319,1.41458899
1.57234874,1.37010581,1.41463915
1.57243012,1.37016137,1.41480628
1.57246499,1.37016137,1.41488982
1.57266253,1.3703095,1.41497335
1.57267415,1.37069809,1.41497335
1.57267415,1.37091999,1.41505686
1.5728716,1.37104938,1.41509026
1.5728716,1.37119721,1.41517375
1.57294127,1.37119721,1.41537405
1.57294127,1.37132651,1.41542411
1.57302253,1.37151117,1.41542411
1.57310378,1.37180646,1.41547417
1.57320822,1.37200935,1.41565766
1.57332424,1.37208311,1.41575771
1.57348661,1.37217529,1.41597441
1.57356777,1.37219372,1.41605773
1.57357937,1.37252538,1.41607439
1.57364892,1.37258064,1.41612437
1.57364892,1.37270953,1.41630759
1.57366051,1.37309599,1.41632424
1.57376482,1.37311438,1.41632424
1.5738691,1.37335343,1.41640749
1.57403127,1.37337182,1.41642414
1.57403127,1.37340858,1.41657394
1.57404285,1.37340858,1.41659059
1.57411233,1.37353723,1.4167736
1.57412391,1.37355561,1.4167736
1.57420495,1.37373932,1.41679024
1.57426283,1.37383115,1.41684014
1.57440171,1.37390459,1.41684014
1.57462151,1.37401474,1.41684014
1.57470246,1.37401474,1.41685677
1.57506077,1.37428999,1.41685677
1.57513009,1.37430833,1.41689003
1.57530333,1.37454673,1.41708955
1.57540725,1.37458339,1.41710617
1.57543034,1.37504144,1.41717265
1.57553422,1.37504144,1.4172225
1.57573037,1.3751513,1.41725574
1.57578805,1.37544413,1.41730558
1.57585725,1.37597437,1.41730558
1.57591491,1.37597437,1.41737203
1.57605326,1.37599264,1.41743848
1.57609937,1.37624837,1.41772074
1.57611089,1.37637619,1.41777053
1.57627223,1.37674116,1.4178701
1.57628375,1.37677764,1.41795305
1.57628375,1.37695999,1.41823498
1.57630679,1.37723338,1.41825156
1.57632983,1.37743375,1.41830129
1.57637591,1.37745196,1.41843388
1.57637591,1.37745196,1.41851673
1.57642198,1.37745196,1.41854986
1.57664076,1.37767044,1.41856643
1.57667529,1.37768864,1.41873206
1.5768019,1.37781603,1.41879829
1.57688244,1.37801614,1.41881485
1.57706649,1.37843424,1.41893073
1.57726195,1.37859774,1.41894728
1.57735391,1.37868854,1.41907967
1.57737689,1.37877933,1.41927818
1.57737689,1.3789064,1.4193278
1.57746882,1.37892455,1.41937741
1.57748031,1.37896085,1.4194766
1.57754924,1.37914229,1.41954272
1.57764113,1.37916043,1.41957578
1.57767559,1.37917857,1.41960883
1.57769856,1.37923298,1.41980711
1.57777894,1.37984918,1.42000528
1.57787078,1.38001214,1.42003831
1.5779626,1.38013885,1.42005482
1.57806588,1.38017505,1.42031888
1.57813472,1.38044642,1.42043436
1.57818061,1.38055492,1.42059928
1.57820355,1.38088026,1.42061577
1.57852461,1.38093446,1.42068172
1.57854753,1.38109702,1.42071469
1.57866213,1.3811512,1.42078062
1.57873087,1.38136782,1.4207971
1.57878815,1.38144,1.42081358
1.57886833,1.38145805,1.42081358
1.57899429,1.38189088,1.4214723
1.57904009,1.38216118,1.42157102
1.57912022,1.38252132,1.42160393
1.57913167,1.38271927,1.42180129
1.57915456,1.3829531,1.42181773
1.57920034,1.38359996,1.4218835
1.57924611,1.38361791,1.42199856
1.57931476,1.38392303,1.42221217
1.5793262,1.38412034,1.42227788
1.57946347,1.38438926,1.4222943
1.57950922,1.38444302,1.42239284
1.579635,1.38455053,1.42239284
1.57971502,1.38476547,1.42240926
1.5797836,1.38503399,1.42240926
1.5797836,1.38508767,1.42242568
1.57984074,1.38521291,1.4224421
1.57994357,1.38530234,1.42250777
1.57998927,1.38532022,1.42252418
1.58002354,1.3855884,1.42262267
1.58026334,1.38571349,1.42263908
1.58032042,1.38574923,1.4226719
1.58054865,1.38601714,1.4226719
1.58058288,1.38632057,1.42273753
1.58058288,1.38639194,1.42293438
1.58083378,1.38660597,1.42301637
1.58095917,1.38664163,1.42306556
1.58107313,1.38681989,1.42309835
1.58119846,1.38681989,1.42311475
1.58123263,1.38689117,1.42318032
1.58127819,1.38690899,1.4232131
1.58133514,1.38690899,1.42324587
1.58134653,1.38692681,1.42347525
1.58146039,1.38735423,1.42350801
1.58156284,1.38747881,1.42352439
1.58163113,1.38778123,1.42354077
1.58164251,1.38797679,1.42357352
1.58198377,1.38801234,1.42383546
1.58224523,1.38819004,1.42388455
1.58225659,1.3882611,1.42391728
1.58232477,1.38829663,1.42409724
1.5825406,1.3884387,1.42422807
1.58257467,1.38863397,1.42422807
1.58271091,1.38865172,1.42432617
1.58276767,1.38866946,1.4244079
1.58277902,1.38870496,1.42447327
1.58292655,1.38875819,1.42460399
1.58310805,1.38888237,1.42471834
1.58317609,1.38904198,1.42471834
1.5832668,1.38907744,1.42479999
1.5834935,1.38925471,1.42481632
1.58362945,1.38925471,1.42514279
1.58366344,1.38936103,1.42519174
1.58377669,1.38953818,1.42525699
1.58385595,1.38967984,1.42533855
1.58391256,1.38975066,1.42561572
1.58392388,1.38980376,1.4257461
1.58401444,1.39003381,1.42590901
1.58405971,1.39015762,1.4259253
1.58409365,1.39022836,1.42599045
1.58421811,1.39026373,1.4260393
1.58433122,1.39052887,1.42629976
1.58452345,1.39056421,1.42631603
1.58467038,1.39058188,1.42636485
1.58474948,1.39067021,1.42638112
1.5849867,1.39088214,1.42654379
1.58508832,1.39095276,1.42656006
1.5851109,1.39097041,1.42660884
1.58518992,1.39097041,1.42662511
1.58523506,1.39114691,1.42672266
1.58530278,1.39125277,1.42685271
1.58539304,1.39137624,1.42685271
1.58552841,1.39139388,1.42688521
1.58556224,1.3915702,1.42701521
1.5855848,1.39169358,1.42712892
1.58566373,1.39215154,1.42717764
1.58566373,1.39238035,1.42719388
1.58568628,1.3925035,1.42722636
1.58574265,1.39259144,1.42722636
1.58663231,1.39262662,1.42727508
1.5866773,1.39269695,1.42727508
1.5866998,1.39304847,1.42745365
1.58678978,1.39306603,1.42746988
1.58681227,1.39318899,1.42750234
1.58682351,1.3933997,1.42763215
1.586846,1.3935752,1.42776192
1.58689098,1.39366293,1.42781057
1.58691347,1.39411883,1.42800513
1.58695843,1.39415388,1.42802134
1.5870034,1.3941714,1.42803755
1.5871495,1.39422397,1.42824821
1.58721691,1.39422397,1.428394
1.58736294,1.39438163,1.42845877
1.58741909,1.39441666,1.4285883
1.58752015,1.39453923,1.42887959
1.58777829,1.39457425,1.42887959
1.58778951,1.39460926,1.42892811
1.58780073,1.39460926,1.42892811
1.58782317,1.39471428,1.4292515
1.58783439,1.39480178,1.42947773
1.58786805,1.39488926,1.42949389
1.58792413,1.3950117,1.42954235
1.58793535,1.39506416,1.4295585
1.587969,1.39522152,1.4295585
1.5880475,1.39611213,1.42960695
1.58814841,1.39626911,1.42967155
1.58836136,1.3964086,1.42992984
1.58838377,1.39651318,1.43012345
1.58841738,1.39651318,1.43017184
1.5884734,1.39660032,1.43034923
1.58857421,1.39665259,1.43042983
1.58883173,1.39707055,1.43049431
1.58883173,1.39717498,1.43052654
1.58889888,1.39719238,1.4307521
1.58892126,1.39720978,1.4307521
1.58895483,1.39722718,1.43088095
1.5889884,1.39736636,1.43105804
1.58923449,1.39738376,1.43136376
1.58932395,1.39743593,1.43136376
1.58935749,1.39759243,1.43141202
1.58944691,1.3977315,1.43147634
1.58946927,1.39774888,1.43162105
1.58949162,1.39797475,1.43166927
1.5895028,1.39800949,1.43173356
1.58952515,1.39813106,1.43179784
1.5897486,1.39826995,1.43189424
1.58980444,1.39842615,1.4319585
1.59002774,1.39858229,1.43200669
1.59016167,1.39861698,1.43202275
1.59044056,1.39889441,1.43213516
1.5906078,1.39891174,1.43231174
1.59065239,1.39896374,1.43234384
1.59085298,1.39910236,1.43237594
1.59098665,1.39913701,1.43244012
1.59104233,1.39924094,1.43248826
1.59114255,1.3992929,1.43284107
1.59132065,1.39937948,1.43292121
1.59140968,1.39950066,1.43293724
1.59145418,1.39963911,1.43322563
1.59152093,1.39970833,1.43362585
1.59156543,1.39984671,1.43362585
1.59168776,1.39998506,1.43364185
1.59179895,1.40003692,1.43370584
1.59188787,1.40026161,1.43388179
1.59228782,1.40033072,1.43400971
1.59231002,1.4004171,1.4340257
1.59238774,1.40071064,1.43412161
1.59242105,1.4007279,1.43418553
1.59245435,1.40093498,1.43437726
1.59252095,1.4011592,1.43442518
1.59276504,1.40119368,1.43447309
1.59277614,1.40121093,1.43472854
1.59303118,1.40129713,1.43480834
1.5933193,1.40131436,1.43490408
1.59333038,1.4014867,1.43501574
1.59366259,1.40157285,1.43503169
1.59371793,1.40181396,1.43517522
1.59377327,1.40188282,1.4352071
1.5937954,1.40205494,1.43533463
1.59383966,1.40241615,1.43533463
1.59396136,1.40246773,1.43547805
1.59399454,1.40301751,1.43549399
1.59399454,1.40306902,1.43557364
1.5940609,1.40308619,1.43586029
1.59416042,1.40310336,1.43590804
1.5943594,1.40315485,1.43600354
1.59465769,1.40320634,1.43611492
1.59469082,1.4032235,1.43616265
1.59469082,1.40354945,1.43616265
1.59473499,1.40361804,1.43617855
1.59473499,1.40366948,1.43621037
1.59480124,1.4038923,1.43625809
1.59485643,1.40390943,1.4363058
1.59487851,1.40396083,1.43638531
1.59496681,1.40397796,1.4364807
1.59499992,1.40433759,1.43652838
1.59517645,1.40438894,1.43652838
1.59525365,1.40452584,1.43654428
1.59527571,1.40456006,1.43663963
1.5953529,1.40474822,1.43665552
1.5954852,1.40476532,1.43667141
1.59549622,1.40476532,1.4366873
1.59563949,1.40481662,1.43679851
1.59567255,1.40495339,1.43683028
1.59569459,1.40509011,1.43684616
1.59587083,1.40527804,1.43684616
1.59590387,1.40548296,1.43690969
1.59593691,1.40563659,1.43695733
1.59593691,1.40573898,1.43703672
1.59596994,1.4057731,1.43703672
1.59601398,1.4057731,1.43710022
1.59613507,1.40584134,1.43725893
1.59625612,1.40596073,1.43729066
1.59638814,1.40601189,1.43740172
1.5969378,1.40614829,1.43756032
1.59695977,1.40614829,1.43762374
1.59705863,1.40664236,1.4376396
1.5970806,1.40665938,1.43770301
1.59716845,1.40693172,1.43784565
1.59717943,1.40701679,1.43787735
1.59721237,1.40701679,1.43794072
1.59735507,1.4070338,1.43795657
1.59748676,1.40713586,1.43797241
1.59765132,1.4072379,1.43798825
1.59769519,1.4072549,1.43805161
1.59775002,1.40749288,1.43809913
1.59778291,1.40754386,1.43819414
1.59781581,1.40762881,1.43822581
1.59803503,1.40774771,1.43828913
1.59803503,1.40774771,1.43830496
1.59818842,1.4077647,1.43830496
1.59822128,1.40783262,1.43832079
1.59823224,1.40795147,1.43833662
1.5984403,1.40807029,1.43836828
1.59858261,1.40813817,1.43846324
1.59859355,1.40818907,1.43849488
1.59862638,1.40859608,1.43851071
1.59863733,1.40866387,1.43854235
1.59863733,1.40878249,1.43857399
1.59871392,1.4088672,1.43873216
1.59873581,1.4090027,1.4387796
1.59903111,1.4091043,1.43882704
1.59907484,1.40913816,1.43885866
1.59949007,1.40915509,1.43904834
1.59949007,1.40942587,1.43907994
1.59956651,1.40944279,1.43911154
1.59962111,1.40949354,1.43919054
1.59973028,1.40956119,1.43938007
1.59975211,1.40979791,1.43944323
1.59976302,1.41008518,1.43953795
1.59979577,1.41020342,1.43953795
1.59982851,1.41023719,1.43956952
1.59983942,1.41028785,1.43972733
1.5999049,1.41052417,1.43972733
1.60011216,1.41059167,1.43972733
1.60014488,1.41072663,1.43972733
1.60026482,1.41072663,1.43975888
1.60038473,1.41077723,1.43985353
1.60040653,1.41091214,1.43991662
1.60056998,1.410929,1.43991662
1.60072248,1.41097958,1.43996394
1.60076604,1.41136714,1.44007431
1.60082048,1.41141766,1.44016889
1.60090758,1.41146818,1.44018465
1.60102732,1.41153553,1.44023194
1.60108173,1.411788,1.44031073
1.60113613,1.41187213,1.44046827
1.60117965,1.41214122,1.44062575
1.60137544,1.4122757,1.44067299
1.60160374,1.41230932,1.44068873
1.60166895,1.41235973,1.44070447
1.60167982,1.41244375,1.44079892
1.60171242,1.41254454,1.44089335
1.60183193,1.41259493,1.44092482
1.60191882,1.41279643,1.44094055
1.60197312,1.41284679,1.44101922
1.60212513,1.41284679,1.44109786
1.60226623,1.41286357,1.44114505
1.60229879,1.4131656,1.44133373
1.60237474,1.4131656,1.44138088
1.60242898,1.41321592,1.44158517
1.60247238,1.41324946,1.44178937
1.60267842,1.41346741,1.44178937
1.60291688,1.41371877,1.4421504
1.60299272,1.413903,1.44219746
1.60309022,1.41391974,1.4422759
1.60310105,1.41398671,1.44229159
1.60311188,1.4140202,1.4425895
1.60313354,1.41412063,1.44266787
1.60325266,1.4141541,1.44277756
1.60331762,1.41417083,1.44280889
1.60337175,1.41440505,1.44290288
1.60359901,1.41442178,1.44298119
1.60383696,1.41452212,1.44299685
1.60389102,1.41472272,1.4430908
1.60395589,1.41487311,1.4430908
1.60408559,1.41505686,1.44313777
1.60408559,1.41509026,1.44324734
1.60422605,1.41517375,1.44326299
1.60423686,1.41517375,1.44340382
1.60431247,1.41525722,1.44340382
1.60433407,1.41537405,1.44343511
1.60434487,1.41549085,1.44390417
1.60437727,1.4155409,1.44410728
1.60443127,1.41557426,1.4441229
1.60450685,1.41575771,1.44416975
1.60466876,1.41595775,1.44435713
1.60479825,1.41637419,1.44460683
1.60494927,1.41647408,1.44470043
1.6050679,1.41657394,1.44477841
1.60515415,1.41657394,1.44480961
1.60521883,1.41659059,1.44484079
1.60552052,1.41665715,1.44488757
1.60554207,1.41680687,1.4451058
1.60556361,1.41689003,1.44524604
1.60569283,1.41689003,1.44529277
1.60574666,1.41689003,1.44538622
1.60578972,1.41697317,1.44543294
1.60586506,1.41697317,1.44549523
1.60591887,1.41728897,1.4455108
1.60603723,1.41737203,1.44552637
1.60611254,1.41743848,1.44561977
1.60612329,1.41758793,1.44563533
1.60615556,1.41760454,1.4456509
1.60617707,1.41762114,1.44580652
1.60623084,1.41768754,1.44582207
1.60633836,1.41775393,1.44605539
1.60652109,1.41778713,1.44610203
1.60656407,1.41801941,1.44610203
1.60657482,1.41810233,1.44614868
1.6066178,1.41810233,1.44619531
1.60662854,1.4181355,1.44621086
1.60676819,1.41825156,1.44624195
1.60682189,1.41851673,1.44633519
1.60696147,1.41881485,1.44635073
1.60699368,1.4188314,1.44635073
1.60717613,1.41886451,1.44653717
1.60718686,1.41894728,1.44659929
1.60718686,1.41904658,1.44684771
1.60734778,1.41906312,1.44697187
1.60745502,1.41909622,1.44712701
1.60748719,1.41927818,1.44715803
1.60751936,1.41931126,1.44715803
1.6075408,1.41934433,1.44723558
1.60758368,1.41937741,1.4472976
1.60760512,1.41946007,1.44732861
1.60775517,1.41954272,1.44734412
1.60790517,1.41970798,1.44737512
1.60805511,1.41975755,1.44751463
1.60806582,1.41977407,1.44765408
1.60807653,1.41985666,1.44766958
1.60810865,1.41997226,1.44783996
1.60814077,1.42012085,1.44801027
1.60827993,1.42015386,1.44827336
1.60834415,1.42023638,1.44827336
1.60848324,1.42038488,1.44828883
1.60870784,1.42050034,1.4483043
1.60872923,1.42050034,1.44836617
1.60875061,1.42073117,1.44836617
1.60875061,1.4207971,1.44845896
1.60883613,1.42096188,1.44852082
1.60883613,1.42096188,1.44861358
1.60894301,1.42107719,1.44867541
1.60899644,1.42107719,1.44867541
1.60937027,1.42111013,1.4488454
1.60942365,1.4211266,1.4488454
1.60957307,1.421176,1.4488454
1.60961575,1.42120893,1.44895353
1.6096691,1.42140648,1.44896898
1.60971177,1.42148876,1.44903076
1.6097971,1.42148876,1.44906165
1.60990375,1.42150521,1.44913885
1.6099997,1.42152167,1.44913885
1.61006366,1.42155457,1.44924692
1.61006366,1.42181773,1.44937039
1.61009564,1.42196569,1.44941668
1.61024483,1.42198212,1.44946297
1.61024483,1.42214646,1.44946297
1.61035136,1.42231073,1.44958638
1.61044722,1.42234357,1.4496018
1.610575,1.42240926,1.44966349
1.61089428,1.4224421,1.44969434
1.61093683,1.42255701,1.44974059
1.61112827,1.42270472,1.44984851
1.6111708,1.42277035,1.44991016
1.61120269,1.42290158,1.44991016
1.61123458,1.42313114,1.45011048
1.61133025,1.42318032,1.45024911
1.61134088,1.42319671,1.45031071
1.61136213,1.42349163,1.45044927
1.61163835,1.42350801,1.45051084
1.61172331,1.42355714,1.45063395
1.61178701,1.42363902,1.45078779
1.61192501,1.42372088,1.45095695
1.61196746,1.42378636,1.45106457
1.61198869,1.42403181,1.45112605
1.61203113,1.42442424,1.45117216
1.61203113,1.42442424,1.45129508
1.61204174,1.42466934,1.45134117
1.61222209,1.42496326,1.45141797
1.61232814,1.42499591,1.4516176
1.61247656,1.42501223,1.45163295
1.61256136,1.42509383,1.45163295
1.61261434,1.42511015,1.45180178
1.61266732,1.42553422,1.45181713
1.61269911,1.4257461,1.45183247
1.61275208,1.42577869,1.45193987
1.612858,1.42581127,1.45201657
1.61299566,1.4259253,1.45201657
1.6134401,1.42607186,1.45213925
1.61347183,1.42631603,1.45215459
1.61347183,1.42646246,1.45224657
1.6134824,1.42654379,1.45241517
1.61363043,1.42657632,1.4525071
1.61363043,1.42675518,1.45253774
1.61382069,1.42708019,1.45259902
1.61384182,1.42709643,1.45259902
1.61388409,1.42734002,1.45266028
1.61393691,1.42738872,1.45281341
1.61397917,1.42743742,1.4530736
1.61404254,1.42751857,1.4530889
1.61404254,1.42753479,1.4531195
1.61406367,1.42758347,1.45318069
1.61407423,1.42776192,1.45322658
1.61419039,1.42789165,1.45334892
1.61424317,1.42790786,1.45334892
1.61426429,1.42802134,1.45345595
1.61469689,1.42826441,1.45348652
1.61472853,1.42841019,1.45353238
1.61478125,1.42842639,1.45354766
1.61485505,1.42844258,1.45354766
1.61488667,1.42847497,1.45363935
1.61501315,1.42849116,1.45373103
1.61531866,1.42855592,1.45374631
1.61543448,1.42857211,1.45388378
1.61555027,1.42857211,1.45388378
1.61563447,1.42871778,1.45402121
1.6156976,1.42873397,1.45403647
1.61570813,1.42892811,1.45405174
1.6159816,1.42894429,1.45409754
1.61599211,1.42913834,1.4541128
1.6162549,1.4292515,1.45417385
1.61632845,1.42926767,1.45417385
1.61637047,1.42928383,1.45426541
1.61645451,1.42929999,1.4543417
1.61680098,1.42944542,1.45446373
1.61689543,1.42949389,1.45455523
1.61700034,1.42957465,1.45460098
1.61702132,1.42975228,1.45464672
1.61713669,1.42976842,1.45482962
1.61760835,1.42980071,1.45484486
1.61776545,1.42989756,1.45493628
1.61788063,1.42989756,1.45493628
1.61803763,1.43005892,1.45507338
1.6180481,1.43025248,1.45507338
1.61817366,1.43060711,1.45528655
1.61819458,1.43071989,1.45562132
1.61824688,1.43086484,1.45565175
1.6183201,1.43086484,1.45565175
1.61842467,1.43089705,1.4557582
1.61850831,1.43112242,1.45577341
1.61857103,1.43112242,1.45581902
1.61864419,1.43113852,1.45583423
1.61871734,1.43128333,1.45594064
1.61871734,1.43162105,1.45603183
1.61875913,1.4316532,1.45621416
1.61878002,1.43168534,1.45621416
1.61886359,1.43168534,1.45627491
1.61896804,1.43178177,1.45635085
1.61911421,1.43179784,1.45636603
1.61920815,1.43182998,1.45638122
1.61920815,1.43187818,1.45638122
1.6192499,1.43194244,1.45647232
1.61953158,1.43219938,1.45647232
1.61969842,1.43237594,1.45656339
1.61988603,1.43237594,1.45660893
1.61989645,1.43242408,1.45666963
1.61991729,1.43245617,1.45685169
1.61992771,1.43245617,1.45721557
1.61999022,1.43248826,1.45729134
1.62021936,1.43271281,1.45745799
1.62036512,1.43271281,1.45748828
1.62039635,1.43276091,1.45754886
1.62043798,1.43287313,1.45774569
1.62051082,1.43288916,1.45780623
1.62057325,1.43290518,1.45780623
1.62057325,1.43301737,1.45785163
1.62080209,1.43306543,1.45789703
1.62083328,1.43309748,1.45803319
1.62083328,1.4331135,1.45813907
1.62086448,1.4331135,1.45813907
1.62086448,1.43322563,1.45821468
1.62087487,1.43341778,1.45829027
1.62096844,1.43351382,1.45832051
1.62099962,1.43356183,1.45851699
1.62104119,1.43364185,1.45851699
1.62105159,1.43383381,1.45857742
1.62116589,1.43384981,1.45875868
1.62122823,1.43400971,1.45897005
1.62126978,1.43412161,1.45904552
1.6214671,1.43429739,1.45913606
1.62157092,1.43431336,1.45922658
1.62179922,1.43503169,1.45937741
1.6218511,1.43519116,1.45954326
1.62191333,1.43597171,1.45954326
1.62195482,1.43600354,1.45958848
1.62198593,1.43603536,1.45988983
1.62201704,1.43605128,1.45988983
1.62208962,1.43617855,1.45995008
1.62229694,1.43619446,1.4599802
1.62241091,1.43624218,1.4600856
1.62245235,1.43624218,1.46017592
1.62253522,1.43625809,1.46025118
1.62265949,1.4363217,1.46025118
1.6226802,1.43638531,1.46026623
1.62284583,1.43649659,1.46037156
1.62287688,1.43673497,1.46037156
1.62291827,1.43687793,1.46047687
1.62292862,1.43689381,1.46071748
1.62303209,1.43690969,1.46091287
1.62309416,1.43710022,1.46094292
1.62309416,1.43710022,1.46100302
1.62322861,1.43719545,1.46106311
1.62328031,1.43735413,1.46128838
1.62330099,1.43743344,1.4613034
1.62334234,1.43765545,1.46142349
1.62361105,1.43790904,1.4614535
1.62371436,1.43801993,1.46154354
1.62383829,1.43805161,1.46157355
1.62386927,1.43808329,1.46166357
1.62386927,1.43808329,1.46169357
1.62387959,1.43816247,1.46179856
1.62390024,1.43835245,1.46181355
1.62397251,1.43835245,1.46182855
1.62400348,1.43835245,1.46191851
1.62402412,1.43854235,1.4619335
1.62412733,1.43857399,1.4619485
1.62413765,1.43860563,1.46196349
1.62415829,1.43870053,1.46196349
1.62427178,1.43882704,1.46199347
1.6243543,1.43890609,1.46200846
1.62436461,1.43892189,1.46209838
1.62444712,1.43900092,1.46220327
1.62451929,1.43909574,1.46227818
1.62478728,1.43919054,1.46236805
1.62483879,1.43922213,1.46251779
1.62484909,1.43922213,1.46259264
1.62488,1.43923793,1.46259264
1.6249109,1.43945902,1.46265251
1.6250345,1.43961687,1.46272734
1.62505509,1.43971155,1.46272734
1.62526099,1.43996394,1.46275727
1.62530216,1.43997971,1.46277223
1.62548737,1.44001124,1.46278719
1.62565193,1.44018465,1.46280215
1.62572391,1.44018465,1.46281711
1.62582671,1.44040526,1.46293679
1.62582671,1.44045252,1.46307138
1.62584727,1.44053127,1.46308633
1.62591922,1.44053127,1.46316109
1.62602197,1.44054702,1.46350479
1.62613498,1.44056277,1.46360934
1.62618633,1.44062575,1.46365414
1.62622742,1.44079892,1.463684
1.62635063,1.4408304,1.46372879
1.62649435,1.44086187,1.46381836
1.62657644,1.44086187,1.46381836
1.62663801,1.44089335,1.46392284
1.62665853,1.44095629,1.46399745
1.62670982,1.44097202,1.46401237
1.6267406,1.44098775,1.46413171
1.6267406,1.44125512,1.46420628
1.62686367,1.44128657,1.46454916
1.62703796,1.44130229,1.46456406
1.62709946,1.44144375,1.46457896
1.62711996,1.44145947,1.46457896
1.6273761,1.44160088,1.46463856
1.62740683,1.44167943,1.46468325
1.62746827,1.44174225,1.46477263
1.62746827,1.44175796,1.46478752
1.62750923,1.44177366,1.46480241
1.62757066,1.44178937,1.46498109
1.62765256,1.44189928,1.46517458
1.62775491,1.44189928,1.46547208
1.62776514,1.44191498,1.46551669
1.62778561,1.44194637,1.46557616
1.62780607,1.44202485,1.46557616
1.62800045,1.44208763,1.46570994
1.62815384,1.4421504,1.46573966
1.62823562,1.44221315,1.46605163
1.62838893,1.44232296,1.46612587
1.62845024,1.44241705,1.46612587
1.62875665,1.44251112,1.46618526
1.62898121,1.44260518,1.46628916
1.62910365,1.44273055,1.46628916
1.62926685,1.44279323,1.46642272
1.62930764,1.44282456,1.46655624
1.62935862,1.44285589,1.46692691
1.62936882,1.44287155,1.46697136
1.6294096,1.44298119,1.46722321
1.62944018,1.44304383,1.46726764
1.62956249,1.44310646,1.46726764
1.62957268,1.44315342,1.46726764
1.62959307,1.44315342,1.46728245
1.62960326,1.44316908,1.46754891
1.62964401,1.44324734,1.46759331
1.62966439,1.44338817,1.46759331
1.62968477,1.44345075,1.46760811
1.62971533,1.44373224,1.46769688
1.62973571,1.44396668,1.46781522
1.62978664,1.44427906,1.46797788
1.63005139,1.44429468,1.46797788
1.63011246,1.4443259,1.4681257
1.63016335,1.44441956,1.46819959
1.63020406,1.44451321,1.46821436
1.63023459,1.44459123,1.46828824
1.63025494,1.44463803,1.46840641
1.63029563,1.44480961,1.46840641
1.63030581,1.44484079,1.46840641
1.6304177,1.44485639,1.46848026
1.6305194,1.44491875,1.46858362
1.6305194,1.44493434,1.46862791
1.63053974,1.44494993,1.46865743
1.63057024,1.44507463,1.46868695
1.63079387,1.4451993,1.46870171
1.63079387,1.44524604,1.46870171
1.63083452,1.4455575,1.46873123
1.63085484,1.4456042,1.4689083
1.63096659,1.44561977,1.46896731
1.63104785,1.44569759,1.46899681
1.63106817,1.44594652,1.46901156
1.63120017,1.44596208,1.46902631
1.63133214,1.44603984,1.46902631
1.63133214,1.44621086,1.4690558
1.63138288,1.4462264,1.46911479
1.63144377,1.44627303,1.46912954
1.63151479,1.44628857,1.46920326
1.6315858,1.44642842,1.46939487
1.6315858,1.44647503,1.46951275
1.63166695,1.44663035,1.46951275
1.63191028,1.44666141,1.46954221
1.6320319,1.44670799,1.46961586
1.63215348,1.44670799,1.46982202
1.63229529,1.44687875,1.46996921
1.6323763,1.44694083,1.46998393
1.63242692,1.44704944,1.47029286
1.63244717,1.44734412,1.47035168
1.63245729,1.44748363,1.47041049
1.63254839,1.44749913,1.47046929
1.6327103,1.4476231,1.47049869
1.63273054,1.4477935,1.47073381
1.63279124,1.44785544,1.47080726
1.63281147,1.44787093,1.47083664
1.63288227,1.44794835,1.47086601
1.63298339,1.44794835,1.47115964
1.6332361,1.44804123,1.47123302
1.63345836,1.44808767,1.47126237
1.63347856,1.44810314,1.47130638
1.63366031,1.44816505,1.47136507
1.6336906,1.44822694,1.4713944
1.63372088,1.44824241,1.47148241
1.63384199,1.44836617,1.47149707
1.63385208,1.44838164,1.47151174
1.63388235,1.44842804,1.47165836
1.63390253,1.4484435,1.47189285
1.63392271,1.4485672,1.47201005
1.63412445,1.44869086,1.47205399
1.63414462,1.44889174,1.47211257
1.63418496,1.44893809,1.47220043
1.63427569,1.44906165,1.47228827
1.63427569,1.44926236,1.47243463
1.63436642,1.44935496,1.47258094
1.63459817,1.44987934,1.4726102
1.63472911,1.44991016,1.47263945
1.63488014,1.44998722,1.4726687
1.63518205,1.4501567,1.47277107
1.63532287,1.45024911,1.47287342
1.63550385,1.45024911,1.47290265
1.63551391,1.45024911,1.47306342
1.63556416,1.45027991,1.47307803
1.63568476,1.45049545,1.47307803
1.635735,1.45052623,1.47310725
1.63577519,1.45063395,1.47315108
1.63581537,1.45064934,1.47323873
1.63587564,1.45072626,1.47326794
1.63589573,1.45081855,1.47342857
1.63609655,1.45083393,1.47345777
1.63617686,1.45083393,1.47347237
